fecha,id_producto,nombre_producto,categoria,cantidad_vendida,precio_venta,costo_unitario,total_venta
2024-05-21,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
2024-05-21,P004,Fideos Don Vittorio 500g,Alimentos,12.0,2.8,1.9,33.6
2024-05-21,P002,Aceite Primor 1L,Alimentos,4.0,8.0,6.0,32.0
2024-05-21,P017,Galletas Casino 6u,Snacks,4.0,1.8,1.1,7.2
2024-05-21,P016,Chocolate Sublime,Snacks,9.0,1.5,0.9,13.5
2024-05-22,P014,Galletas Oreo 12u,Snacks,25.0,2.5,1.7,62.5
2024-05-22,P016,Chocolate Sublime,Snacks,6.0,1.5,0.9,9.0
2024-05-22,P013,Energizante Volt 473ml,Bebidas,1.0,3.5,2.4,3.5
2024-05-22,P009,Coca Cola 500ml,Bebidas,25.0,2.5,1.6,62.5
2024-05-22,P015,Papas Lays 42g,Snacks,10.0,2.0,1.3,20.0
2024-05-22,P010,Inca Kola 1.5L,Bebidas,21.0,5.5,3.8,115.5
2024-05-22,P025,Pasta Dental Colgate 75ml,Higiene,8.0,4.5,3.1,36.0
2024-05-22,P008,Mantequilla Laive 100g,Lacteos,2.0,4.2,3.0,8.4
2024-05-22,P003,Azucar Rubia 1kg,Alimentos,18.0,3.2,2.3,57.6
2024-05-22,P023,Jabon Dove 90g,Higiene,10.0,3.5,2.4,35.0
2024-05-22,P006,Yogurt Laive 1L,Lacteos,4.0,7.5,5.5,30.0
2024-05-22,P002,Aceite Primor 1L,Alimentos,6.0,8.0,6.0,48.0
2024-05-22,P019,Detergente Ariel 500g,Limpieza,4.0,8.5,6.2,34.0
2024-05-22,P004,Fideos Don Vittorio 500g,Alimentos,23.0,2.8,1.9,64.4
2024-05-22,P024,Papel Higienico Elite 4u,Higiene,11.0,5.5,3.8,60.5
2024-05-22,P005,Leche Gloria 400g,Lacteos,24.0,4.5,3.2,108.0
2024-05-22,P017,Galletas Casino 6u,Snacks,1.0,1.8,1.1,1.8
2024-05-22,P012,Cerveza Cristal 650ml,Bebidas,6.0,5.0,3.5,30.0
2024-05-23,P020,Lejia Clorox 1L,Limpieza,8.0,4.0,2.8,32.0
2024-05-23,P024,Papel Higienico Elite 4u,Higiene,20.0,5.5,3.8,110.0
2024-05-23,P009,Coca Cola 500ml,Bebidas,15.0,2.5,1.6,37.5
2024-05-23,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2024-05-23,P019,Detergente Ariel 500g,Limpieza,9.0,8.5,6.2,76.5
2024-05-23,P002,Aceite Primor 1L,Alimentos,3.0,8.0,6.0,24.0
2024-05-23,P012,Cerveza Cristal 650ml,Bebidas,10.0,5.0,3.5,50.0
2024-05-23,P008,Mantequilla Laive 100g,Lacteos,4.0,4.2,3.0,16.8
2024-05-23,P004,Fideos Don Vittorio 500g,Alimentos,24.0,2.8,1.9,67.2
2024-05-23,P011,Agua San Luis 625ml,Bebidas,18.0,1.5,0.9,27.0
2024-05-23,P021,Jabon Bolivar 230g,Limpieza,1.0,2.5,1.6,2.5
2024-05-23,P014,Galletas Oreo 12u,Snacks,20.0,2.5,1.7,50.0
2024-05-24,P019,Detergente Ariel 500g,Limpieza,6.0,8.5,6.2,51.0
2024-05-24,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-05-24,P013,Energizante Volt 473ml,Bebidas,1.0,3.5,2.4,3.5
2024-05-24,P014,Galletas Oreo 12u,Snacks,23.0,2.5,1.7,57.5
2024-05-24,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-05-24,P001,Arroz Costeno 1kg,Alimentos,11.0,3.5,2.5,38.5
2024-05-24,P015,Papas Lays 42g,Snacks,21.0,2.0,1.3,42.0
2024-05-24,P023,Jabon Dove 90g,Higiene,10.0,3.5,2.4,35.0
2024-05-24,P016,Chocolate Sublime,Snacks,9.0,1.5,0.9,13.5
2024-05-24,P008,Mantequilla Laive 100g,Lacteos,4.0,4.2,3.0,16.8
2024-05-24,P017,Galletas Casino 6u,Snacks,3.0,1.8,1.1,5.4
2024-05-24,P006,Yogurt Laive 1L,Lacteos,8.0,7.5,5.5,60.0
2024-05-25,P019,Detergente Ariel 500g,Limpieza,3.0,8.5,6.2,25.5
2024-05-25,P022,Shampoo Pantene 400ml,Higiene,5.0,14.0,10.0,70.0
2024-05-25,P018,Chifles 50g,Snacks,3.0,1.5,0.9,4.5
2024-05-25,P006,Yogurt Laive 1L,Lacteos,5.0,7.5,5.5,37.5
2024-05-25,P020,Lejia Clorox 1L,Limpieza,11.0,4.0,2.8,44.0
2024-05-25,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2024-05-25,P009,Coca Cola 500ml,Bebidas,29.0,2.5,1.6,72.5
2024-05-25,P001,Arroz Costeno 1kg,Alimentos,14.0,3.5,2.5,49.0
2024-05-25,P016,Chocolate Sublime,Snacks,10.0,1.5,0.9,15.0
2024-05-25,P014,Galletas Oreo 12u,Snacks,31.0,2.5,1.7,77.5
2024-05-26,P016,Chocolate Sublime,Snacks,7.0,1.5,0.9,10.5
2024-05-26,P009,Coca Cola 500ml,Bebidas,22.0,2.5,1.6,55.0
2024-05-26,P003,Azucar Rubia 1kg,Alimentos,18.0,3.2,2.3,57.6
2024-05-26,P021,Jabon Bolivar 230g,Limpieza,5.0,2.5,1.6,12.5
2024-05-26,P014,Galletas Oreo 12u,Snacks,10.0,2.5,1.7,25.0
2024-05-26,P012,Cerveza Cristal 650ml,Bebidas,13.0,5.0,3.5,65.0
2024-05-26,P007,Queso Fresco 250g,Lacteos,2.0,5.0,3.6,10.0
2024-05-26,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
2024-05-26,P020,Lejia Clorox 1L,Limpieza,9.0,4.0,2.8,36.0
2024-05-26,P001,Arroz Costeno 1kg,Alimentos,24.0,3.5,2.5,84.0
2024-05-26,P023,Jabon Dove 90g,Higiene,7.0,3.5,2.4,24.5
2024-05-26,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-05-26,P004,Fideos Don Vittorio 500g,Alimentos,26.0,2.8,1.9,72.8
2024-05-26,P025,Pasta Dental Colgate 75ml,Higiene,7.0,4.5,3.1,31.5
2024-05-27,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2024-05-27,P020,Lejia Clorox 1L,Limpieza,7.0,4.0,2.8,28.0
2024-05-27,P012,Cerveza Cristal 650ml,Bebidas,3.0,5.0,3.5,15.0
2024-05-27,P019,Detergente Ariel 500g,Limpieza,5.0,8.5,6.2,42.5
2024-05-27,P016,Chocolate Sublime,Snacks,6.0,1.5,0.9,9.0
2024-05-27,P009,Coca Cola 500ml,Bebidas,15.0,2.5,1.6,37.5
2024-05-27,P015,Papas Lays 42g,Snacks,11.0,2.0,1.3,22.0
2024-05-27,P001,Arroz Costeno 1kg,Alimentos,8.0,3.5,2.5,28.0
2024-05-27,P013,Energizante Volt 473ml,Bebidas,1.0,3.5,2.4,3.5
2024-05-27,P021,Jabon Bolivar 230g,Limpieza,4.0,2.5,1.6,10.0
2024-05-27,P004,Fideos Don Vittorio 500g,Alimentos,13.0,2.8,1.9,36.4
2024-05-27,P014,Galletas Oreo 12u,Snacks,10.0,2.5,1.7,25.0
2024-05-27,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-05-27,P025,Pasta Dental Colgate 75ml,Higiene,6.0,4.5,3.1,27.0
2024-05-27,P002,Aceite Primor 1L,Alimentos,5.0,8.0,6.0,40.0
2024-05-27,P023,Jabon Dove 90g,Higiene,4.0,3.5,2.4,14.0
2024-05-28,P011,Agua San Luis 625ml,Bebidas,9.0,1.5,0.9,13.5
2024-05-28,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-05-28,P012,Cerveza Cristal 650ml,Bebidas,10.0,5.0,3.5,50.0
2024-05-28,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-05-28,P018,Chifles 50g,Snacks,2.0,1.5,0.9,3.0
2024-05-28,P014,Galletas Oreo 12u,Snacks,12.0,2.5,1.7,30.0
2024-05-28,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-05-28,P003,Azucar Rubia 1kg,Alimentos,30.0,3.2,2.3,96.0
2024-05-28,P004,Fideos Don Vittorio 500g,Alimentos,9.0,2.8,1.9,25.2
2024-05-28,P002,Aceite Primor 1L,Alimentos,8.0,8.0,6.0,64.0
2024-05-28,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2024-05-28,P006,Yogurt Laive 1L,Lacteos,8.0,7.5,5.5,60.0
2024-05-28,P016,Chocolate Sublime,Snacks,10.0,1.5,0.9,15.0
2024-05-28,P015,Papas Lays 42g,Snacks,30.0,2.0,1.3,60.0
2024-05-28,P010,Inca Kola 1.5L,Bebidas,13.0,5.5,3.8,71.5
2024-05-28,P009,Coca Cola 500ml,Bebidas,30.0,2.5,1.6,75.0
2024-05-28,P019,Detergente Ariel 500g,Limpieza,6.0,8.5,6.2,51.0
2024-05-28,P001,Arroz Costeno 1kg,Alimentos,20.0,3.5,2.5,70.0
2024-05-28,P024,Papel Higienico Elite 4u,Higiene,27.0,5.5,3.8,148.5
2024-05-28,P025,Pasta Dental Colgate 75ml,Higiene,10.0,4.5,3.1,45.0
2024-05-29,P019,Detergente Ariel 500g,Limpieza,9.0,8.5,6.2,76.5
2024-05-29,P011,Agua San Luis 625ml,Bebidas,26.0,1.5,0.9,39.0
2024-05-29,P012,Cerveza Cristal 650ml,Bebidas,12.0,5.0,3.5,60.0
2024-05-29,P001,Arroz Costeno 1kg,Alimentos,14.0,3.5,2.5,49.0
2024-05-29,P016,Chocolate Sublime,Snacks,4.0,1.5,0.9,6.0
2024-05-29,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-05-29,P025,Pasta Dental Colgate 75ml,Higiene,10.0,4.5,3.1,45.0
2024-05-29,P003,Azucar Rubia 1kg,Alimentos,30.0,3.2,2.3,96.0
2024-05-29,P005,Leche Gloria 400g,Lacteos,9.0,4.5,3.2,40.5
2024-05-30,P011,Agua San Luis 625ml,Bebidas,12.0,1.5,0.9,18.0
2024-05-30,P022,Shampoo Pantene 400ml,Higiene,2.0,14.0,10.0,28.0
2024-05-30,P015,Papas Lays 42g,Snacks,22.0,2.0,1.3,44.0
2024-05-30,P019,Detergente Ariel 500g,Limpieza,9.0,8.5,6.2,76.5
2024-05-30,P007,Queso Fresco 250g,Lacteos,3.0,5.0,3.6,15.0
2024-05-30,P025,Pasta Dental Colgate 75ml,Higiene,3.0,4.5,3.1,13.5
2024-05-30,P021,Jabon Bolivar 230g,Limpieza,1.0,2.5,1.6,2.5
2024-05-30,P023,Jabon Dove 90g,Higiene,3.0,3.5,2.4,10.5
2024-05-30,P004,Fideos Don Vittorio 500g,Alimentos,18.0,2.8,1.9,50.4
2024-05-30,P001,Arroz Costeno 1kg,Alimentos,24.0,3.5,2.5,84.0
2024-05-30,P020,Lejia Clorox 1L,Limpieza,8.0,4.0,2.8,32.0
2024-05-30,P002,Aceite Primor 1L,Alimentos,8.0,8.0,6.0,64.0
2024-05-30,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-05-30,P009,Coca Cola 500ml,Bebidas,19.0,2.5,1.6,47.5
2024-05-30,P016,Chocolate Sublime,Snacks,4.0,1.5,0.9,6.0
2024-05-30,P014,Galletas Oreo 12u,Snacks,12.0,2.5,1.7,30.0
2024-05-30,P017,Galletas Casino 6u,Snacks,1.0,1.8,1.1,1.8
2024-05-31,P010,Inca Kola 1.5L,Bebidas,25.0,5.5,3.8,137.5
2024-05-31,P017,Galletas Casino 6u,Snacks,3.0,1.8,1.1,5.4
2024-05-31,P024,Papel Higienico Elite 4u,Higiene,19.0,5.5,3.8,104.5
2024-05-31,P006,Yogurt Laive 1L,Lacteos,10.0,7.5,5.5,75.0
2024-05-31,P014,Galletas Oreo 12u,Snacks,12.0,2.5,1.7,30.0
2024-05-31,P003,Azucar Rubia 1kg,Alimentos,19.0,3.2,2.3,60.8
2024-05-31,P025,Pasta Dental Colgate 75ml,Higiene,4.0,4.5,3.1,18.0
2024-05-31,P004,Fideos Don Vittorio 500g,Alimentos,30.0,2.8,1.9,84.0
2024-05-31,P011,Agua San Luis 625ml,Bebidas,19.0,1.5,0.9,28.5
2024-05-31,P023,Jabon Dove 90g,Higiene,3.0,3.5,2.4,10.5
2024-05-31,P018,Chifles 50g,Snacks,1.0,1.5,0.9,1.5
2024-05-31,P022,Shampoo Pantene 400ml,Higiene,2.0,14.0,10.0,28.0
2024-06-01,P010,Inca Kola 1.5L,Bebidas,13.0,5.5,3.8,71.5
2024-06-01,P007,Queso Fresco 250g,Lacteos,2.0,5.0,3.6,10.0
2024-06-01,P016,Chocolate Sublime,Snacks,13.0,1.5,0.9,19.5
2024-06-01,P012,Cerveza Cristal 650ml,Bebidas,6.0,5.0,3.5,30.0
2024-06-01,P001,Arroz Costeno 1kg,Alimentos,26.0,3.5,2.5,91.0
2024-06-01,P003,Azucar Rubia 1kg,Alimentos,16.0,3.2,2.3,51.2
2024-06-01,P011,Agua San Luis 625ml,Bebidas,15.0,1.5,0.9,22.5
2024-06-01,P020,Lejia Clorox 1L,Limpieza,11.0,4.0,2.8,44.0
2024-06-01,P004,Fideos Don Vittorio 500g,Alimentos,29.0,2.8,1.9,81.2
2024-06-01,P008,Mantequilla Laive 100g,Lacteos,4.0,4.2,3.0,16.8
2024-06-02,P003,Azucar Rubia 1kg,Alimentos,13.0,3.2,2.3,41.6
2024-06-02,P022,Shampoo Pantene 400ml,Higiene,1.0,14.0,10.0,14.0
2024-06-02,P005,Leche Gloria 400g,Lacteos,18.0,4.5,3.2,81.0
2024-06-02,P018,Chifles 50g,Snacks,1.0,1.5,0.9,1.5
2024-06-02,P023,Jabon Dove 90g,Higiene,9.0,3.5,2.4,31.5
2024-06-02,P006,Yogurt Laive 1L,Lacteos,2.0,7.5,5.5,15.0
2024-06-02,P020,Lejia Clorox 1L,Limpieza,7.0,4.0,2.8,28.0
2024-06-02,P014,Galletas Oreo 12u,Snacks,23.0,2.5,1.7,57.5
2024-06-02,P010,Inca Kola 1.5L,Bebidas,22.0,5.5,3.8,121.0
2024-06-02,P017,Galletas Casino 6u,Snacks,1.0,1.8,1.1,1.8
2024-06-02,P004,Fideos Don Vittorio 500g,Alimentos,24.0,2.8,1.9,67.2
2024-06-02,P021,Jabon Bolivar 230g,Limpieza,5.0,2.5,1.6,12.5
2024-06-02,P002,Aceite Primor 1L,Alimentos,11.0,8.0,6.0,88.0
2024-06-02,P001,Arroz Costeno 1kg,Alimentos,22.0,3.5,2.5,77.0
2024-06-03,P003,Azucar Rubia 1kg,Alimentos,17.0,3.2,2.3,54.4
2024-06-03,P016,Chocolate Sublime,Snacks,3.0,1.5,0.9,4.5
2024-06-03,P025,Pasta Dental Colgate 75ml,Higiene,8.0,4.5,3.1,36.0
2024-06-03,P024,Papel Higienico Elite 4u,Higiene,20.0,5.5,3.8,110.0
2024-06-03,P014,Galletas Oreo 12u,Snacks,21.0,2.5,1.7,52.5
2024-06-03,P017,Galletas Casino 6u,Snacks,1.0,1.8,1.1,1.8
2024-06-03,P010,Inca Kola 1.5L,Bebidas,11.0,5.5,3.8,60.5
2024-06-03,P002,Aceite Primor 1L,Alimentos,3.0,8.0,6.0,24.0
2024-06-03,P013,Energizante Volt 473ml,Bebidas,1.0,3.5,2.4,3.5
2024-06-03,P004,Fideos Don Vittorio 500g,Alimentos,14.0,2.8,1.9,39.2
2024-06-03,P001,Arroz Costeno 1kg,Alimentos,9.0,3.5,2.5,31.5
2024-06-03,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-06-04,P024,Papel Higienico Elite 4u,Higiene,20.0,5.5,3.8,110.0
2024-06-04,P002,Aceite Primor 1L,Alimentos,9.0,8.0,6.0,72.0
2024-06-04,P009,Coca Cola 500ml,Bebidas,25.0,2.5,1.6,62.5
2024-06-04,P018,Chifles 50g,Snacks,2.0,1.5,0.9,3.0
2024-06-04,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2024-06-04,P011,Agua San Luis 625ml,Bebidas,14.0,1.5,0.9,21.0
2024-06-04,P025,Pasta Dental Colgate 75ml,Higiene,7.0,4.5,3.1,31.5
2024-06-04,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-06-04,P003,Azucar Rubia 1kg,Alimentos,24.0,3.2,2.3,76.8
2024-06-04,P004,Fideos Don Vittorio 500g,Alimentos,11.0,2.8,1.9,30.8
2024-06-04,P021,Jabon Bolivar 230g,Limpieza,4.0,2.5,1.6,10.0
2024-06-04,P012,Cerveza Cristal 650ml,Bebidas,10.0,5.0,3.5,50.0
2024-06-04,P015,Papas Lays 42g,Snacks,20.0,2.0,1.3,40.0
2024-06-05,P005,Leche Gloria 400g,Lacteos,19.0,4.5,3.2,85.5
2024-06-05,P014,Galletas Oreo 12u,Snacks,11.0,2.5,1.7,27.5
2024-06-05,P010,Inca Kola 1.5L,Bebidas,25.0,5.5,3.8,137.5
2024-06-05,P007,Queso Fresco 250g,Lacteos,3.0,5.0,3.6,15.0
2024-06-05,P002,Aceite Primor 1L,Alimentos,10.0,8.0,6.0,80.0
2024-06-05,P006,Yogurt Laive 1L,Lacteos,2.0,7.5,5.5,15.0
2024-06-05,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-06-05,P011,Agua San Luis 625ml,Bebidas,15.0,1.5,0.9,22.5
2024-06-05,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2024-06-05,P023,Jabon Dove 90g,Higiene,4.0,3.5,2.4,14.0
2024-06-05,P001,Arroz Costeno 1kg,Alimentos,21.0,3.5,2.5,73.5
2024-06-05,P024,Papel Higienico Elite 4u,Higiene,15.0,5.5,3.8,82.5
2024-06-05,P009,Coca Cola 500ml,Bebidas,14.0,2.5,1.6,35.0
2024-06-05,P015,Papas Lays 42g,Snacks,24.0,2.0,1.3,48.0
2024-06-05,P012,Cerveza Cristal 650ml,Bebidas,3.0,5.0,3.5,15.0
2024-06-05,P018,Chifles 50g,Snacks,3.0,1.5,0.9,4.5
2024-06-05,P013,Energizante Volt 473ml,Bebidas,1.0,3.5,2.4,3.5
2024-06-05,P025,Pasta Dental Colgate 75ml,Higiene,8.0,4.5,3.1,36.0
2024-06-05,P019,Detergente Ariel 500g,Limpieza,8.0,8.5,6.2,68.0
2024-06-06,P005,Leche Gloria 400g,Lacteos,11.0,4.5,3.2,49.5
2024-06-06,P015,Papas Lays 42g,Snacks,17.0,2.0,1.3,34.0
2024-06-06,P001,Arroz Costeno 1kg,Alimentos,12.0,3.5,2.5,42.0
2024-06-06,P020,Lejia Clorox 1L,Limpieza,7.0,4.0,2.8,28.0
2024-06-06,P014,Galletas Oreo 12u,Snacks,13.0,2.5,1.7,32.5
2024-06-06,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2024-06-06,P009,Coca Cola 500ml,Bebidas,23.0,2.5,1.6,57.5
2024-06-06,P004,Fideos Don Vittorio 500g,Alimentos,22.0,2.8,1.9,61.6
2024-06-06,P011,Agua San Luis 625ml,Bebidas,19.0,1.5,0.9,28.5
2024-06-06,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2024-06-06,P016,Chocolate Sublime,Snacks,8.0,1.5,0.9,12.0
2024-06-06,P019,Detergente Ariel 500g,Limpieza,7.0,8.5,6.2,59.5
2024-06-06,P025,Pasta Dental Colgate 75ml,Higiene,10.0,4.5,3.1,45.0
2024-06-06,P012,Cerveza Cristal 650ml,Bebidas,6.0,5.0,3.5,30.0
2024-06-07,P006,Yogurt Laive 1L,Lacteos,5.0,7.5,5.5,37.5
2024-06-07,P023,Jabon Dove 90g,Higiene,9.0,3.5,2.4,31.5
2024-06-07,P012,Cerveza Cristal 650ml,Bebidas,10.0,5.0,3.5,50.0
2024-06-07,P014,Galletas Oreo 12u,Snacks,21.0,2.5,1.7,52.5
2024-06-07,P024,Papel Higienico Elite 4u,Higiene,8.0,5.5,3.8,44.0
2024-06-07,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2024-06-07,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
2024-06-07,P011,Agua San Luis 625ml,Bebidas,18.0,1.5,0.9,27.0
2024-06-07,P007,Queso Fresco 250g,Lacteos,3.0,5.0,3.6,15.0
2024-06-07,P003,Azucar Rubia 1kg,Alimentos,8.0,3.2,2.3,25.6
2024-06-07,P016,Chocolate Sublime,Snacks,10.0,1.5,0.9,15.0
2024-06-07,P005,Leche Gloria 400g,Lacteos,10.0,4.5,3.2,45.0
2024-06-07,P018,Chifles 50g,Snacks,2.0,1.5,0.9,3.0
2024-06-08,P003,Azucar Rubia 1kg,Alimentos,10.0,3.2,2.3,32.0
2024-06-08,P017,Galletas Casino 6u,Snacks,5.0,1.8,1.1,9.0
2024-06-08,P019,Detergente Ariel 500g,Limpieza,3.0,8.5,6.2,25.5
2024-06-08,P002,Aceite Primor 1L,Alimentos,3.0,8.0,6.0,24.0
2024-06-08,P024,Papel Higienico Elite 4u,Higiene,11.0,5.5,3.8,60.5
2024-06-08,P006,Yogurt Laive 1L,Lacteos,2.0,7.5,5.5,15.0
2024-06-08,P005,Leche Gloria 400g,Lacteos,13.0,4.5,3.2,58.5
2024-06-08,P013,Energizante Volt 473ml,Bebidas,5.0,3.5,2.4,17.5
2024-06-08,P007,Queso Fresco 250g,Lacteos,2.0,5.0,3.6,10.0
2024-06-08,P016,Chocolate Sublime,Snacks,13.0,1.5,0.9,19.5
2024-06-08,P015,Papas Lays 42g,Snacks,20.0,2.0,1.3,40.0
2024-06-09,P008,Mantequilla Laive 100g,Lacteos,2.0,4.2,3.0,8.4
2024-06-09,P014,Galletas Oreo 12u,Snacks,23.0,2.5,1.7,57.5
2024-06-09,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2024-06-09,P006,Yogurt Laive 1L,Lacteos,7.0,7.5,5.5,52.5
2024-06-09,P007,Queso Fresco 250g,Lacteos,4.0,5.0,3.6,20.0
2024-06-09,P010,Inca Kola 1.5L,Bebidas,19.0,5.5,3.8,104.5
2024-06-09,P018,Chifles 50g,Snacks,1.0,1.5,0.9,1.5
2024-06-09,P001,Arroz Costeno 1kg,Alimentos,23.0,3.5,2.5,80.5
2024-06-09,P022,Shampoo Pantene 400ml,Higiene,2.0,14.0,10.0,28.0
2024-06-09,P011,Agua San Luis 625ml,Bebidas,28.0,1.5,0.9,42.0
2024-06-09,P002,Aceite Primor 1L,Alimentos,5.0,8.0,6.0,40.0
2024-06-09,P015,Papas Lays 42g,Snacks,16.0,2.0,1.3,32.0
2024-06-09,P024,Papel Higienico Elite 4u,Higiene,32.0,5.5,3.8,176.0
2024-06-10,P023,Jabon Dove 90g,Higiene,6.0,3.5,2.4,21.0
2024-06-10,P002,Aceite Primor 1L,Alimentos,10.0,8.0,6.0,80.0
2024-06-10,P020,Lejia Clorox 1L,Limpieza,5.0,4.0,2.8,20.0
2024-06-10,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2024-06-10,P006,Yogurt Laive 1L,Lacteos,5.0,7.5,5.5,37.5
2024-06-10,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-06-10,P022,Shampoo Pantene 400ml,Higiene,1.0,14.0,10.0,14.0
2024-06-10,P007,Queso Fresco 250g,Lacteos,3.0,5.0,3.6,15.0
2024-06-10,P018,Chifles 50g,Snacks,3.0,1.5,0.9,4.5
2024-06-10,P017,Galletas Casino 6u,Snacks,3.0,1.8,1.1,5.4
2024-06-10,P014,Galletas Oreo 12u,Snacks,15.0,2.5,1.7,37.5
2024-06-10,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-06-10,P019,Detergente Ariel 500g,Limpieza,8.0,8.5,6.2,68.0
2024-06-10,P012,Cerveza Cristal 650ml,Bebidas,6.0,5.0,3.5,30.0
2024-06-10,P024,Papel Higienico Elite 4u,Higiene,9.0,5.5,3.8,49.5
2024-06-10,P015,Papas Lays 42g,Snacks,14.0,2.0,1.3,28.0
2024-06-10,P025,Pasta Dental Colgate 75ml,Higiene,6.0,4.5,3.1,27.0
2024-06-10,P010,Inca Kola 1.5L,Bebidas,9.0,5.5,3.8,49.5
2024-06-10,P001,Arroz Costeno 1kg,Alimentos,9.0,3.5,2.5,31.5
2024-06-11,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2024-06-11,P004,Fideos Don Vittorio 500g,Alimentos,14.0,2.8,1.9,39.2
2024-06-11,P017,Galletas Casino 6u,Snacks,3.0,1.8,1.1,5.4
2024-06-11,P025,Pasta Dental Colgate 75ml,Higiene,4.0,4.5,3.1,18.0
2024-06-11,P002,Aceite Primor 1L,Alimentos,7.0,8.0,6.0,56.0
2024-06-11,P010,Inca Kola 1.5L,Bebidas,12.0,5.5,3.8,66.0
2024-06-11,P019,Detergente Ariel 500g,Limpieza,5.0,8.5,6.2,42.5
2024-06-11,P015,Papas Lays 42g,Snacks,9.0,2.0,1.3,18.0
2024-06-11,P018,Chifles 50g,Snacks,4.0,1.5,0.9,6.0
2024-06-11,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
2024-06-11,P009,Coca Cola 500ml,Bebidas,15.0,2.5,1.6,37.5
2024-06-11,P006,Yogurt Laive 1L,Lacteos,5.0,7.5,5.5,37.5
2024-06-11,P003,Azucar Rubia 1kg,Alimentos,20.0,3.2,2.3,64.0
2024-06-11,P012,Cerveza Cristal 650ml,Bebidas,10.0,5.0,3.5,50.0
2024-06-11,P023,Jabon Dove 90g,Higiene,7.0,3.5,2.4,24.5
2024-06-11,P024,Papel Higienico Elite 4u,Higiene,13.0,5.5,3.8,71.5
2024-06-11,P001,Arroz Costeno 1kg,Alimentos,8.0,3.5,2.5,28.0
2024-06-11,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-06-12,P023,Jabon Dove 90g,Higiene,4.0,3.5,2.4,14.0
2024-06-12,P015,Papas Lays 42g,Snacks,13.0,2.0,1.3,26.0
2024-06-12,P022,Shampoo Pantene 400ml,Higiene,4.0,14.0,10.0,56.0
2024-06-12,P019,Detergente Ariel 500g,Limpieza,8.0,8.5,6.2,68.0
2024-06-12,P001,Arroz Costeno 1kg,Alimentos,21.0,3.5,2.5,73.5
2024-06-12,P005,Leche Gloria 400g,Lacteos,11.0,4.5,3.2,49.5
2024-06-12,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-06-12,P010,Inca Kola 1.5L,Bebidas,13.0,5.5,3.8,71.5
2024-06-12,P011,Agua San Luis 625ml,Bebidas,20.0,1.5,0.9,30.0
2024-06-12,P002,Aceite Primor 1L,Alimentos,5.0,8.0,6.0,40.0
2024-06-12,P020,Lejia Clorox 1L,Limpieza,8.0,4.0,2.8,32.0
2024-06-12,P024,Papel Higienico Elite 4u,Higiene,13.0,5.5,3.8,71.5
2024-06-12,P004,Fideos Don Vittorio 500g,Alimentos,24.0,2.8,1.9,67.2
2024-06-12,P012,Cerveza Cristal 650ml,Bebidas,10.0,5.0,3.5,50.0
2024-06-12,P014,Galletas Oreo 12u,Snacks,25.0,2.5,1.7,62.5
2024-06-12,P006,Yogurt Laive 1L,Lacteos,2.0,7.5,5.5,15.0
2024-06-13,P014,Galletas Oreo 12u,Snacks,19.0,2.5,1.7,47.5
